Bil.,NAMA IPT,"KATEGORI PPT
(IPTA/ IPTS)",,NEGARA,
,"ROANOKE COLLEGE, SALEM, VIRGINIA",2,01900,,Both
,ROBERT GORDON COLLEGE OF TECHNOLOGY,2,01901,,Both
,"ROBERT GORDON'S INSTITUTE OF TECHNOLOGY, ABERDEEN/ THE ROBERT GORDON UNIVERSITY",2,01902,,Both
,"ROBERT MORRIS UNIVERSITY/ ROBERT MORRIS COLLEGE, CORAOPOLIS, PENNSYLVANIA",2,01903,,Both
,"ROBERTS WESLEYAN COLLEGE, ROCHESTER, NEW YORK",2,01904,,Both
,"ROCHESTER INSTITUTE OF TECHNOLOGY, ROCHESTER, NEW YORK",2,01905,,Both
,"ROCKFORD COLLEGE, ROCKFORD, ILLINOIS",2,01906,,Both
,"ROCKHURST COLLEGE, KANSAS CITY, MISSOURI",2,01907,,Both
,"ROCKY MOUNTAIN COLLEGE, BILLINGS, MONTANA",2,01908,,Both
,ROEHAMPTON INSTITUTE LONDON,2,01909,,Both
,"ROGER WILLIAMS UNIVERSITY/ ROGER WILLIAMS COLLEGE, BRISTOL, RHODE ISLAND",2,01910,,Both
,"ROLLINS COLLEGE, WINTER PARK, FLORIDA",2,01911,,Both
,"ROOSEVELT UNIVERSITY, CHICAGO, ILLINOIS",2,01912,,Both
,"ROSARY COLLEGE, DETROIT, MICHIGAN",2,01913,,Both
,"ROSARY COLLEGE, RIVER FOREST, ILLINOIS",2,01914,,Both
,"ROSE-HULMAN INSTITUTE OF TECHNOLOGY, TERRE HAUTE, INDIANA",2,01915,,Both
,"ROSEMONT COLLEGE, ROSEMONT, PENNSYLVANIA",2,01916,,Both
,ROWAN COLLEGE OF NEW JERSEY,2,01917,,Both
,ROYAL ACADEMY OF MUSIC,2,01918,,Both
,ROYAL COLLEGE OF MUSIC,2,01919,,Both
,Royal College of Surgeons in Ireland and University College Dublin Malaysia Campus,2,01920,,Both
,ROYAL COLLEGE OF VETERINARY SURGEON,2,01921,,Both
,ROYAL FREE HOSPITAL SCHOOL OF MEDICINE,2,01922,,Both
,"ROYAL INSTITUTE OF TECHNOLOGY, SWEDEN",2,01923,,Both
,ROYAL INSTITUTION OF CHARTERED SURVEYORS (R.I.C.S),2,01924,,Both
,ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY (RMIT),2,01925,,Both
,ROYAL NORTHERN SCHOOL OF MUSIC,2,01926,,Both
,ROYAL PERTH COLLEGE,2,01927,,Both
,ROYAL SCOTTISH ACADEMY OF MUSIC,2,01928,,Both
,"RUSH UNIVERSITY, CHICAGO, ILLINOIS",2,01929,,Both
,"RUSSELL SAGE COLLEGE, TROY, NEW YORK",2,01930,,Both
,"RUST COLLEGE, HOLY SPRING, MISSISSIPPI",2,01931,,Both
,RUTGERS STATE UNIVERSITY,2,01932,,Both
,"S.S. INSTITUTE OF MEDICAL SCIENCE & RESEARCH CENTRE, DAVANGERE, KARNATAKA",2,01933,,Both
,"SACRED HEART UNIVERSITY, FAIRFIELD, CONNECTICUT",2,01934,,Both
,SAGA UNIVERSITY,2,01935,,Both
,"SAGINAW VALLEY STATE UNIVERSITY, UNIVERSITY CENTER, MICHIGAN",2,01936,,Both
,"SAINT FRANCIS UNIVERSITY/ SAINT FRANCIS COLLEGE, LORETTO, PENNSYLVANIA",2,01937,,Both
,"SAINT JOHNS SEMINARY, BRIGHTON, MASSACHUSETTS",2,01938,,Both
,"SAINT JOSEPH'S COLLEGE SEMINARY, MOUNTAIN VIEW, CALIFORNIA",2,01939,,Both
,"SAINT JOSEPH'S UNIVERSITY, PHILADELPHIA, PENNSYLVANIA",2,01940,,Both
,"SAINT MARY COLLEGE, LEAVENWORTH, KANSAS",2,01941,,Both
,"SAINT MARY OF THE PLAINS COLLEGE, DODGE CITY, KANSAS",2,01942,,Both
,"SAINT MARY-OF-THE-WOODS COLLEGE, ST. MARY'S, INDIANA",2,01943,,Both
,"SAINT MARYS COLLEGE, ORCHARD LAKE, MICHIGAN",2,01944,,Both
,"SAINT MEINRAD COLLEGE, ST.MEINRAD, INDIANA",2,01945,,Both
,"SAINT MICHAEL'S COLLEGE, WINOOSKI, VERMONT",2,01946,,Both
,"SAINT PAUL'S COLLEGE, LAWRENCEVILLE, VIRGINIA",2,01947,,Both
,"SAINT VINCENT COLLEGE, LATROBE, PENNSYLVANIA",2,01948,,Both
,SAITAMA UNIVERSITY,2,01949,,Both
,"SALEM COLLEGE, WINSTON-SALEM, NORTH CAROLINA",2,01950,,Both
,"SALEM STATE COLLEGE, SALEM, MASSACHUSETTS",2,01951,,Both
,"SALEM-TEIKYO COLLEGE, SALEM, WEST VIRGINIA",2,01952,,Both
,"SALISBURY STATE UNIVERSITY, SALISBURY, MARYLAND",2,01953,,Both
,"SALVE REGINA-NEWPORT COLLEGE, NEWPORT, RHODE ISLAND",2,01954,,Both
,"SAM HOUSTON STATE UNIVERSITY, HUNTSVILLE, TEXAS",2,01955,,Both
,"SAMFORD UNIVERSITY, BIRMINGHAM, ALABAMA",2,01956,,Both
,"SAMUEL MERITT COLLEGE, OAKLAND, CALIFORNIA",2,01957,,Both
,"SAN DIEGO STATE UNIVERSITY, SAN DIEGO, CALIFORNIA",2,01958,,Both
,"SAN FRANCISCO ART INSTITUTE, SAN FRANCISCO, CALIFORNIA",2,01959,,Both
,"SAN FRANCISCO CONSERVATORY OF MUSIC, SAN FRANCISCO, CALIFORNIA",2,01960,,Both
,"SAN FRANCISCO STATE UNIVERSITY, SAN FRANCISCO, CALIFORNIA",2,01961,,Both
,"SAN JOSE CHRISTIAN COLLEGE, SAN JOSE, CALIFORNIA",2,01962,,Both
,"SAN JOSE STATE UNIVERSITY, SAN JOSE, CALIFORNIA",2,01963,,Both
,"SANGAMON STATE UNIVERSITY, SPRINGFIELD, ILLINOIS",2,01964,,Both
,"SANTA CLARA UNIVERSITY, SANTA CLARA, CALIFORNIA",2,01965,,Both
,"SANTA FE UNIVERSITY OF ART AND DESIGN (SFUAD)/ COLLEGE OF SANTA FE, SANTA FE, NEW MEXICO",2,01966,,Both
,"SARAH LAWRENCE COLLEGE, BRONXVILLE, NEW YORK",2,01967,,Both
,SASEBO NATIONAL COLLEGE OF TECHNOLOGY,2,01968,,Both
,"SAURASHTRA UNIVERSITY, RAJKOT - M.P SHAH MEDICAL COLLEGE, JAMNAGAR",2,01969,,Both
,"SAVANNAH STATE COLLEGE, SAVANNAH, GEORGIA",2,01970,,Both
,"SAVEETHA DENTAL COLLEGE, DR. M.G.R TAMIL NADU UNIVERSITY",2,01971,,Both
,SCHOOL FOR DENTAL NURSES,2,01972,,Both
,"SCHOOL OF DENTAL & ORAL SURGERY, COLUMBIA UNIVERSITY, NEW YORK",2,01973,,Both
,"SCHOOL OF DENTISTRY, CABE WESTERN RESERVE UNIVERSITY CLEVELAND, OHIO",2,01974,,Both
,"SCHOOL OF DENTISTRY, FAIRLEIGH DICKINSON UNIVERSITY, TEANECK, NEW JERSEY",2,01975,,Both
,"SCHOOL OF DENTISTRY, LOMA LINDA UNIVERSITY, CALIFORNIA",2,01976,,Both
,"SCHOOL OF DENTISTRY, MARQUETTE UNIVERSITY, MILWAUKEE, WISCONSIN",2,01977,,Both
,"SCHOOL OF DENTISTRY, MEDICAL COLLEGE OF VIRGINIA, RICHMOND, VIRGINIA",2,01978,,Both
,"SCHOOL OF DENTISTRY, MEHARRY MEDICAL COLLEGE, NASHVILLE, TENNESSEE",2,01979,,Both
,"SCHOOL OF DENTISTRY, ST.LOUIS UNIVERSITY, ST.LOUIS, MISSOURI",2,01980,,Both
,"SCHOOL OF DENTISTRY, TEMPLE UNIVERSITY, PENNSYLVANIA",2,01981,,Both
,"SCHOOL OF DENTISTRY, UNIVERSITY OF ALABAMA, BIRMINGHAM, ALABAMA",2,01982,,Both
,"SCHOOL OF DENTISTRY, UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, CALIFORNIA",2,01983,,Both
,"SCHOOL OF DENTISTRY, UNIVERSITY OF DETROIT, DETROIT, MICHIGAN",2,01984,,Both
,"SCHOOL OF DENTISTRY, UNIVERSITY OF ILLINOIS, CHICAGO, ILLINOIS",2,01985,,Both
,"SCHOOL OF DENTISTRY, UNIVERSITY OF LOUISVILLE, LOUISVILLE, KENTUCKY",2,01986,,Both
,"SCHOOL OF DENTISTRY, UNIVERSITY OF MICHIGAN, ANN ARBOR, MICHIGAN",2,01987,,Both
,"SCHOOL OF DENTISTRY, UNIVERSITY OF MINNESOTA, MINNEAPOLIS, MINNESOTA",2,01988,,Both
,"SCHOOL OF DENTISTRY, UNIVERSITY OF MISSOURI AT KANSAS CITY, KANSAS CITY, MISSOURI",2,01989,,Both
,"SCHOOL OF DENTISTRY, UNIVERSITY OF NORTH CAROLINA, CHAPEL HILL, NORTH CAROLINA",2,01990,,Both
,"SCHOOL OF DENTISTRY, UNIVERSITY OF PENNSYLVANIA, PHILADELPHIA, PENNSYLVANIA",2,01991,,Both
,"SCHOOL OF DENTISTRY, UNIVERSITY OF PUERTO RICO, SAN JUAN, PUERTO RICO",2,01992,,Both
,"SCHOOL OF DENTISTRY, UNIVERSITY OF SOUTHERN CALIFORNIA, LOS ANGELES, CALIFORNIA",2,01993,,Both
,"SCHOOL OF DENTISTRY, UNIVERSITY OF THE PACIFIC, COLLEGE OF PHYSICIANS AND SURGEONS SAN FRANCISCO, CALIFORNIA",2,01994,,Both
,"SCHOOL OF DENTISTRY, UNIVERSITY OF WASHINGTON, SEATTLE, WASHINGTON",2,01995,,Both
,"SCHOOL OF DENTISTRY, WASHINGTON UNIVERSITY, ST. LOUIS, MISSOURI",2,01996,,Both
,"SCHOOL OF DENTISTRY, WEST VIRGINIA UNIVERSITY, MORGANTOWN, WEST VIRGINIA",2,01997,,Both
,"SCHOOL OF INTERNATIONAL TRAINING, BRATTLEBORO, UTAH",2,01998,,Both
,"SCHOOL OF LIFELONG LEARNING, DURHAM, NEW HAMPSHIRE",2,01999,,Both
,"SCHOOL OF MEDICINE, KEELE UNIVERSITY",2,02000,,Both
,"SCHOOL OF MEDICINE, NATIONAL YANG MING UNIVERSITY",2,02001,,Both
,SCHOOL OF OCCUPATIONAL THERAPHY,2,02002,,Both
,SCHOOL OF ORIENTAL AND AFRICAN STUDIES,2,02003,,Both
,"SCHOOL OF PHARMACY, LONDON",2,02004,,Both
,SCHOOL OF SLAVONIC AND EAST EUROPEAN STUDIES,2,02005,,Both
,"SCHOOL OF THE MUSEUM OF FINE ART, BOSTON, MASSACHUSETTS",2,02006,,Both
,"SCHOOL OF VISUAL ARTS, NEW YORK",2,02007,,Both
,"SCHREINER COLLEGE, KERRVILLE, TEXAS",2,02008,,Both
,"SCRANTON UNIVERSITY, SCRANTON, PENNSYLVANIA",2,02009,,Both
,"SCRIPPS COLLEGE, CLAREMONT, CALIFORNIA",2,02010,,Both
,"SEATTLE PACIFIC UNIVERSITY, SEATTLE, WASHINGTON",2,02011,,Both
,"SEATTLE UNIVERSITY, SEATTLE, WASHINGTON",2,02012,,Both
,Sekolah Kejururawatan Hospital Fatimah,2,02013,,Both
,Sekolah Pengurusan Inovatif,2,02014,,Both
,SENDAI RADIO TECHNICAL COLLEGE/SENDAI RADIO NATIONAL COLLEGE OF TECHNOLOGY,2,02015,,Both
,SEOUL NATIONAL UNIVERSITY,2,02016,,Both
,"SETON HALL UNIVERSITY, SOUTH ORANGE, NEW JERSEY",2,02017,,Both
,"SETON HALL, COLLEGE OF DENTISTRY, NEW JERSEY, COLLEGE OF MEDICINE & DENTISTRY, JERSEY CITY, NEW JERSEY",2,02018,,Both
,"SETON HILL UNIVERSITY/ SETON HILL COLLEGE, GREENSBURG, PENNSYLVANIA",2,02019,,Both
,SHANGHAI UNIVERSITY OF TRADITIONAL CHINESE MEDICINE (SHUTCM),2,02020,,Both
,"SHAW UNIVERSITY, RALEIGH, NORTH CAROLINA",2,02021,,Both
,SHEFFIELD HALLAM UNIVERSITY (SHEFFIELD POLYTECHNIC),2,02022,,Both
,"SHELDON JACKSON COLLEGE, SITKA, ALASKA",2,02023,,Both
,"SHENONDOAH COLLEGE & CONSERVATORY, WINCHESTER, VIRGINIA",2,02024,,Both
,"SHEPHERD UNIVERSITY/ SHEPHERD COLLEGE, SHEPHERDSTOWN, WEST VIRGINIA",2,02025,,Both
,SHIBAURA INSTITUTE OF TECHNOLOGY,2,02026,,Both
,SHIGA UNIVERSITY,2,02027,,Both
,SHIMANE UNIVERSITY,2,02028,,Both
,SHINSHU UNIVERSITY,2,02029,,Both
,"SHIPPENBURG UNIVERSITY OF PENNSYLVANIA, SHIPPENBURG, PENNSYLVANIA",2,02030,,Both
,SHIZUOKA UNIVERSITY,2,02031,,Both
,"SHORTER COLLEGE, ROME, GEORGIA",2,02032,,Both
,"SIENA COLLEGE, LOUDONVILLE, NEW YORK",2,02033,,Both
,"SIENA HEIGHT COLLEGE, ADRIAN, MICHIGAN",2,02034,,Both
,"SIERRA NEVADA COLLEGE, INCLINE VALLEY, NAVADA",2,02035,,Both
,"SILVER LAKE COLLEGE, MANITOWOC, WISCONSIN",2,02036,,Both
,"SIMMONS COLLEGE GRADUATE SCHOOL OF LIBRARY AND INFORMATION SCIENCE, JAMAICA, NEW YORK",2,02037,,Both
,"SIMMONS COLLEGE, BOSTON, MASSACHUSETTS",2,02038,,Both
,SIMON FRASER UNIVERSITY,2,02039,,Both
,"SIMONS ROCK OF BARD COLLEGE, GREAT BARRINGTON, MASSACHUSETTS",2,02040,,Both
,"SIMPSON COLLEGE, INDIANOLA, IOWA",2,02041,,Both
,"SIMPSON COLLEGE, SAN FRANCISCO, CALIFORNIA",2,02042,,Both
,"SINTE GLESKA COLLEGE, ROSEBUD, SOUTH DAKOTA",2,02043,,Both
,"SKIDMORE COLLEGE, SARATOGA SPRINGS, NEW YORK",2,02044,,Both
,"SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA, SLIPPERY ROCK, PENNSYLVANIA",2,02045,,Both
,"SMITH COLLEGE, NORTHAMPTON, MASSACHUSETTS",2,02046,,Both
,"SOCIETY OF RADIOGRAPHERS, UK",2,02047,,Both
,"SOJOUNER - DAUGLAS COLLEGE, BALTIMORE, MARYLAND",2,02048,,Both
,SOMERSET COLLEGE OF ARTS AND TECHNOLOGY,2,02049,,Both
,"SONOMA STATE UNIVERSITY, ROHNERT PARK, CALIFORNIA",2,02050,,Both
,SOUTH AUSTRALIA INSTITUTE OF TECHNOLOGY,2,02051,,Both
,"SOUTH CAROLINA STATE UNIVERSITY/ SOUTH CAROLINA STATE COLLEGE, ORANGEBURG, SOUTH CAROLINA",2,02052,,Both
,"SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY, RAPID CITY, SOUTH DAKOTA",2,02053,,Both
,"SOUTH DAKOTA STATE UNIVERSITY, BROOKINGS, SOUTH DAKOTA",2,02054,,Both
,SOUTH EAST ESSEX COLLEGE,2,02055,,Both
,SOUTH GLAMORGAN INSTITUTE OF HIGHER EDUCATION CARDIFF,2,02056,,Both
,SOUTHAMPTON INSTITUTE/SOLENT UNIVERSITY,2,02057,,Both
,"SOUTHEAST MISSOURI STATE UNIVERSITY, CAPE GIRARDEAU, MISSOURI",2,02058,,Both
,"SOUTHEASTERN BAPTIST COLLEGE, LAUREL, MISSISSIPPI",2,02059,,Both
,"SOUTHEASTERN BAPTIST THEOLOGICAL SEMINARY, WAKE FOREST, NORTH CAROLINA",2,02060,,Both
,"SOUTHEASTERN BIBLE COLLEGE, BIRMINGHAM, ALABAMA",2,02061,,Both
,"SOUTHEASTERN COLLEGE OF THE ASSEMBLIES OF GOD, LAKELAND, FLORIDA",2,02062,,Both
,"SOUTHEASTERN LOUISIANA UNIVERSITY, HAMMOND, LOUISIANA",2,02063,,Both
,"SOUTHEASTERN MASSACHUSETTS UNIVERSITY, NORTH DARTMOUTH, MASSACHUSETTS",2,02064,,Both
,"SOUTHEASTERN OKLAHOMA STATE UNIVERSITY, DURANT, OKLAHOMA",2,02065,,Both
,"SOUTHEASTERN UNIVERSITY OF THE HEALTH SCIENCE, NORTH MIAMI BEACH, FLORIDA",2,02066,,Both
,"SOUTHERN ARKANSAS UNIVERSITY, MAGNOLIA, ARKANSAS",2,02067,,Both
,"SOUTHERN CALIFORNIA COLLEGE, COSTA MESA, CALIFORNIA",2,02068,,Both
,"SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE, SANTA MONICA, CALIFORNIA",2,02069,,Both
,"SOUTHERN COLLEGE OF SEVENTH-DAY ADVENTISTS, COLLEGEDALE, TENNESSEE",2,02070,,Both
,"SOUTHERN COLLEGE OF TECHNOLOGY, MARIETTA, GEORGIA",2,02071,,Both
,"SOUTHERN CONNECTICUT STATE UNIVERSITY, NEW HAVEN, CONNECTICUT",2,02072,,Both
,SOUTHERN CROSS UNIVERSITY,2,02073,,Both
,"SOUTHERN ILLINOIS UNIVERSITY OF EDWARDSVILLE, ILLINOIS",2,02074,,Both
,"SOUTHERN ILLINOIS UNIVERSITY, CARBONDALE, ILLINOIS",2,02075,,Both
,"SOUTHERN METHODIST UNIVERSITY, DALLAS, TEXAS",2,02076,,Both
,"SOUTHERN NAZARENE UNIVERSITY, BETHANY, OKLAHOMA",2,02077,,Both
,"SOUTHERN NEW HAMPSHIRE UNIVERSITY/ NEW HAMPSHIRE COLLEGE, MANCHESTER, NEW HAMPSHIRE",2,02078,,Both
,"SOUTHERN OREGON UNIVERSITY/ SOUTHERN OREGON STATE COLLEGE, ASHLAND, OREGON",2,02079,,Both
,"SOUTHERN UNIVERSITY AT NEW ORLEANS, NEW ORLEANS, LOUISIANA",2,02080,,Both
,"SOUTHERN UNIVERSITY OF AGRICULTURAL AND MECHANICAL COLLEGE, BATON ROUGE, LOUISIANA",2,02081,,Both
,"SOUTHERN VERMONT COLLEGE, BENNINGTON, UTAH",2,02082,,Both
,"SOUTHWEST BAPTIST COLLEGE, BOLIVER, MISSOURI",2,02083,,Both
,"SOUTHWEST STATE UNIVERSITY, MARSHALL, MINNESOTA",2,02084,,Both
,"SOUTHWEST TEXAS STATE UNIVERSITY, SAN MARCOS, TEXAS",2,02085,,Both
,"SOUTHWESTERN ADVENTIST COLLEGE, KEENE, TEXAS",2,02086,,Both
,"SOUTHWESTERN ASSEMBLIES OF GOD COLLEGE, WAXAHACHIE, TEXAS",2,02087,,Both
,"SOUTHWESTERN BAPTIST BIBLE COLLEGE, PHOENIX, ARIZONA",2,02088,,Both
,"SOUTHWESTERN BAPTIST THEOLOGICAL SEMINARY, FOR WORTH, TEXAS",2,02089,,Both
,"SOUTHWESTERN CHRISTIAN COLLEGE, TERREL, TEXAS",2,02090,,Both
,"SOUTHWESTERN CHRISTIAN UNIVERSITY/ SOUTHWESTERN COLLEGE OF CHRISTIAN MINISTRIES, BETHANY, OKLAHOMA",2,02091,,Both
,"SOUTHWESTERN COLLEGE ASSEMBLIES OF GOD, LAKELAND, FLORIDA",2,02092,,Both
,"SOUTHWESTERN COLLEGE, WINFIELD, KANSAS",2,02093,,Both
,"SOUTHWESTERN LOUISIANA UNIVERSITY, HAMMOND, LOUISIANA",2,02094,,Both
,"SOUTHWESTERN LOUISIANA UNIVERSITY, LAFAYETTE, LOUISIANA",2,02095,,Both
,"SOUTHWESTERN OKLAHOMA STATE UNIVERSITY, WEATHERFORD, OKLAHOMA",2,02096,,Both
,"SOUTHWESTERN UNIVERSITY, GEORGETOWN, TEXAS",2,02097,,Both
,"SPALDING COLLEGE, LOUISVILLE, KENTUCKY",2,02098,,Both
,"SPELMAN COLLEGE, ATLANTA, GEORGIA",2,02099,,Both
,"SPERTUS COLLEGE OF JUDAICA, CHICAGO, ILLINOIS",2,02100,,Both
,"SPRING ARBOR COLLEGE, SPRING ARBOR, MICHIGAN",2,02101,,Both
,"SPRING GARDEN COLLEGE, GREENSBURG, PENNSYLVANIA",2,02102,,Both
,"SPRING HILL COLLEGE, MOBILE, ALABAMA",2,02103,,Both
,"SPRINGFIELD COLLEGE, SPRINGFIELD, MASSACHUSETTS",2,02104,,Both
,"SREE SIDHARTA DENTAL COLLEGE & HOSPITAL, TUMKUR",2,02105,,Both
,"SRI DEVARAJ URS MEDICAL COLLEGE, KOLAR, INDIA",2,02106,,Both
,"SRI RAMACHANDRA DENTAL COLLEGE, CHENNAI, TAMIL NADU",2,02107,,Both
,SRI VENKATESWARA UNIVERSITY TIRUPATI - MEDICAL COLLEGE KURNOOL,2,02108,,Both
,ST LOYES SCHOOL OF OCCUPATIONAL THERAPY,2,02109,,Both
,ST MARYS COLLEGE,2,02110,,Both
,"ST. AMBROSE UNIVERSITY/ ST. AMBROSE COLLEGE, DAVENPORT, IOWA",2,02111,,Both
,"ST. ANDREWS PRESBYSTERIAN COLLEGE, LAURINBURG, NORTH CAROLINA",2,02112,,Both
,"ST. ANSELMS COLLEGE, MANCHESTER, NEW HAMPSHIRE",2,02113,,Both
,"ST. AUGUSTINES COLLEGE, RALEIGH, NORTH CAROLINA",2,02114,,Both
,ST. BARTHOLOMEW HOSPITAL MEDICAL COLLEGE,2,02115,,Both
,"ST. BONAVENTURE UNIVERSITY, ALLEGANY, NEW YORK",2,02116,,Both
,"ST. CHARLES BORROMEO SEMINARY, OVERBROOK, PENNSYLVANIA",2,02117,,Both
,"ST. CLOUD STATE UNIVERSITY, ST. CLOUD, MINESSOTA",2,02118,,Both
,"ST. DAVID'S UNIVERSITY COLLEGE, LAMPETER, WALES",2,02119,,Both
,"ST. EDWARD'S UNIVERSITY, AUSTIN, TEXAS",2,02120,,Both
,ST. GEORGE HOSPITAL MEDICAL SCHOOL,2,02121,,Both
,"ST. JOHN COLLEGE, ANNAPOLIS, MARYLAND",2,02122,,Both
,"ST. JOHN VIANNEY COLLEGE, SEMINARY, MIAMI, FLORIDA",2,02123,,Both
,"ST. JOHNS COLLEGE, SANTA FE, NEW MEXICO",2,02124,,Both
,"ST. JOHNS UNIVERSITY, COLLEGEVILLE, MINNESOTA",2,02125,,Both
,"ST. JOHN'S UNIVERSITY, JAMAICA, NEW YORK",2,02126,,Both
,"ST. JOSEPH COLLEGE, WEST HARTFORD, CONNECTICUT",2,02127,,Both
,"ST. LAWRENCE UNIVERSITY, CANTON, NEW YORK",2,02128,,Both
,"ST. LEO COLLEGE, SAINT LEO, FLORIDA",2,02129,,Both
,"ST. LOUIS CHRISTIAN COLLEGE, FLORISSANT, MISSOURI",2,02130,,Both
,"ST. LOUIS COLLEGE OF PHARMACY, ST. LOUIS, MISSOURI",2,02131,,Both
,"ST. LOUIS CONSERVATORY OF MUSIC, ST. LOUIS, MISSOURI",2,02132,,Both
,"ST. LOUIS UNIVERSITY, ST.LOUIS, MISSOURI",2,02133,,Both
,ST. MARTINS COLLEGE,2,02134,,Both
,"ST. MARTINS COLLEGE, OLYMPIA, WASHINGTON",2,02135,,Both
,ST. MARTIN'S SCHOOL OF ART,2,02136,,Both
,ST. MARY COLLEGE OF CAT.& DOM. SCI. DUBLIN,2,02137,,Both
,"ST. MARY S UNIVERSITY, HALIFAX",2,02138,,Both
,"ST. MARYS COLLEGE OF MARYLAND, ST. MARYS CITY, MARYLAND",2,02139,,Both
,"ST. MARYS COLLEGE, COLLEGE OF CALIFORNIA, MORAGA, CALIFORNIA",2,02140,,Both
,"ST. MARYS COLLEGE, NOTRE DAME, INDIANA",2,02141,,Both
,"ST. MARYS COLLEGE, WINONA, MINNESOTA",2,02142,,Both
,ST. MARY'S HOSPITAL SCHOOL,2,02143,,Both
,"ST. MARYS SEMINARY AND UNIVERSITY, BALTIMORE, MARYLAND",2,02144,,Both
,"ST. MARY'S UNIVERSITY OF SAN ANTONIO, SAN ANTONIO, TEXAS",2,02145,,Both
,"ST. NOBERT COLLEGE, DE PERE, WISCONSIN",2,02146,,Both
,"ST. OLAF COLLEGE, NORTHFIELD, MINNESOTA",2,02147,,Both
,"ST. PETERS COLLEGE, JERSEY CITY, NEW JERSEY",2,02148,,Both
,ST. PETERSBURG MARINE TECHNICAL UNIVERSITY (SMTU),2,02149,,Both
,"ST. THOMAS UNIVERSITY, MIAMI, FLORIDA",2,02150,,Both
,"ST. XAVIER COLLEGE, CHICAGO, ILLINOIS",2,02151,,Both
,"ST.FRANCIS COLLEGE, BROOKLYN, NEW YORK",2,02152,,Both
,"ST.FRANCIS COLLEGE, FORT WAYNE, INDIANA",2,02153,,Both
,"ST.JOHN FISHER COLLEGE, ROCHESTER, NEW YORK",2,02154,,Both
,"ST.JOSEPH COLLEGE, NORTH WINDHAM, MAINE",2,02155,,Both
,"ST.JOSEPHS COLLEGE, BROOKLYN, NEW YORK",2,02156,,Both
,"ST.JOSEPHS COLLEGE, RENSSELAER, INDIANA",2,02157,,Both
,"ST.THOMAS AQUINAS COLLEGE, SPARKILL, NEW YORK",2,02158,,Both
,STAFFORDSHIRE UNIVERSITY (FORMERLY NORTH STAFFORDSHIRE POLYTECH),2,02159,,Both
,"STANDFORD UNIVERSITY SCHOOL OF MEDICINE, PALO ALTO, CALIFORNIA",2,02160,,Both
,"STANFORD UNIVERSITY, STANFORD, CALIFORNIA",2,02161,,Both
,STATE MEDICAL FACULTY OF WEST BENGAL (Medical college shown under the University Bombay),2,02162,,Both
,"STATE TECHNIQUE INTERNAT.D'ARCHIVES,PARI",2,02163,,Both
,"STATE UNIVERSITY COLLEGE AT CORTLAND, CORTLAND, NEW YORK",2,02164,,Both
,"STATE UNIVERSITY COLLEGE AT FREDONIA, FREDONIA, NEW YORK",2,02165,,Both
,"STATE UNIVERSITY COLLEGE AT GENESIO, GENESIO, NEW YORK",2,02166,,Both
,"STATE UNIVERSITY COLLEGE AT NEW PALTZ, NEW PALTZ, NEW YORK",2,02167,,Both
,"STATE UNIVERSITY COLLEGE AT OLD WESTBURY, NEW YORK",2,02168,,Both
,"STATE UNIVERSITY COLLEGE AT ONEONTA, ONEONTA, NEW YORK",2,02169,,Both
,"STATE UNIVERSITY COLLEGE AT POTSDAM, POTSDAM, NEW YORK",2,02170,,Both
,"STATE UNIVERSITY COLLEGE AT PURCHASE, PURCHASE, NEW YORK",2,02171,,Both
,"STATE UNIVERSITY COLLEGE, BROCKPORT, NEW YORK",2,02172,,Both
,"STATE UNIVERSITY COLLEGE, BUFFALO, NEW YORK",2,02173,,Both
,"STATE UNIVERSITY COLLEGE, OSWEGO, NEW YORK",2,02174,,Both
,"STATE UNIVERSITY COLLEGE, PLATTSBURGH, PLATTSBURGH, NEW YORK",2,02175,,Both
,STATE UNIVERSITY OF GHENT (RIJKSUNIVERSITEIT TE GENT),2,02176,,Both
,"STATE UNIVERSITY OF NEW YORK AT BUFFALO, BUFFALO, NEW YORK",2,02177,,Both
,"STATE UNIVERSITY OF NEW YORK UPSTATE MEDICAL UNIVERSITY, SYRACUSE, NEW YORK",2,02178,,Both
,"STATE UNIVERSITY OF NEW YORK, COLLEGE OF MEDICINE, DOWNSTATE MEDICAL CENTER, BROOKLYN",2,02179,,Both
,"STATE UNIVERSITY OF NEW YORK, GANESSEO, NEW YORK",2,02180,,Both
,"STATE UNIVERSITY OF NEW YORK, UTICA, NEW YORK",2,02181,,Both
,"STATE UNIVERSITY, IOWA CITY, IOWA",2,02182,,Both
,"STEPHEN F. AUSTIN STATE UNIVERSITY, NACOGDOCHES, TEXAS",2,02183,,Both
,"STEPHENS COLLEGE, COLUMBIA, MISSOURI",2,02184,,Both
,"STERLING COLLEGE, STERLING, KANSAS",2,02185,,Both
,"STETSON UNIVERSITY DELAND FLORIDA, FLORIDA",2,02186,,Both
,"STEVENS INSTITUTE OF TECHNOLOGY, HOBOKEN, NEW JERSEY",2,02187,,Both
,"STEVENSON UNIVERSITY/ VILLA JULIE COLLEGE, STEVENSON, MARYLAND",2,02188,,Both
